speaker,party,year,night,timestamp,text,word_count,source_file,source
Amy Resner,Democratic,2024,4,,"I'm Amy Resner. I was a colleague in the courtroom when my friend Kamala tried one of her first cases and made the prosecutor's promise for the people. For Kamala, practicing law was always about protecting the vulnerable and giving the victims a voice. Women who were sexually assaulted, children who were mistreated and sexually abused -- she helped them navigate their nightmares and demand justice for their injuries and she did it all with grit and grace, intelligence, and heart. She was a remarkable prosecutor and she will be a remarkable president. KARRIE DELANEY,",95,amy_resner_cnn_dnc_2024_night_4.txt,CNN
Andy Beshear,Democratic,2024,1,,"I'm amazed at the courage it takes to share her pain, to share her truth. Yet Donald Trump brags about tearing a constitutional right away from Hadley and every other woman and girl in our country. That's why we must tear away any chance he can ever be president ever again. In 21 states, Trump's actions have resulted in extreme bans on abortion, in my state, even in cases of rape, incest, and non- viable pregnancies. That leaves 12-year-old girls like Hadley with no options. That fails any test of humanity, any test of basic decency, any test of whether you have any underlying empathy. Thankfully, this extremism is being soundly rejected all over our country. In Kentucky, we put reproductive freedom on the ballot last November, and I beat Donald Trump and Mitch McConnell's hand-picked candidate by more than five percentage points. This November, we're going to beat them again! Elect Kamala Harris and Tim Walz, and protect reproductive freedom. Folks, Donald Trump appointed the Supreme Court justices who got us into this mess. His Project 2025 goes even further. Here's the thing, Trump and Vance simply don't believe in your freedom. Trump says people are absolutely thrilled that women had their basic rights eliminated. J.D. Vance says women should stay in violent marriages and that pregnancies resulting from rape are simply inconvenient. Their policies give rapists more rights than their victims. That's not inconvenient, it's just plain wrong. And a woman grieving a non-viable pregnancy shouldn't be required to carry it to term just to listen to her child die, or to hear no sound at all. All women should have the freedom to make their own decisions. Freedom over their own bodies, freedom about whether to pursue IVF, freedom about whether to have children at all. How we treat people transcends party lines. It goes right to the heart of who we are. My faith teaches me the Golden Rule, that I am to love my neighbor as myself. And the parable of the Good Samaritan says we are all each other's neighbors. So I want anyone watching tonight, Republican, Independent, Democrat, to know that you are welcome here. We believe in an America where we live out our values. End anger politics once and for all and move beyond this us versus them by remembering we are all Americans. That's how Joe Biden and Kamala Harris lead. They both called to ask how they could help Kentucky in recovering from natural disasters. They helped us improve our roads, our bridges, and invested in our people. They didn't ask me who Kentuckians voted for, they asked what Kentuckians needed. And, folks, they delivered. Kamala Harris gets it. She knows we must move beyond anger, extremism, and division, that everyone has dignity and deserves respect. America, we're going to win. And we're going to win by staying true to our values of compassion, empathy, and doing right by our neighbors. I'm so proud to be all in for the next president of the United States, Kamala Harris. Thank you.",511,andy_beshear_cnn_dnc_2024_night_1.txt,CNN
Anne Fundner,Republican,2024,2,,"Hi, my name is Anne Fundner, and I am the wife and mother of four children. I'm standing here today to share the tragic reality of open borders. I'm here to share the story of my first born son, my everything, my Weston. My family and I were living in Southern California when President Biden took office and opened our borders. My Weston was 15. He was an amazing big brother to his three younger siblings. Weston attended church twice a week, played football and hockey, and he loved to surf. He had a big heart and he lived to make people laugh. He had so many good friends. And I was always vigilant to be the best mother that I could be. I was room mom, school ambassador, and I attended all of his sports. We had family dinners and barbecues at the beach. And like most teenagers, Weston wanted to fit in. And in a moment of peer pressure, he tried something that someone gave to him and it took my baby's life. We did everything right. I had those conversations with him and fentanyl still found my son. And on February 27th, 2022, our lives were shattered, and our baby was gone. This was not an overdose. It was a poisoning. His whole future, everything we ever wanted for him was ripped away in an instant, and Joe Biden does nothing. I hold Joe Biden, Kamala Harris, the borders are, what a joke, and Gavin Newsom and every Democrat who supports open borders responsible for the death of my son. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. And the tens of thousands of American innocent children, for that alone, they should be voted out of office. Yes, Joe must go. Yes, he must. Joe must go, absolutely. We have seen the highest number of fentanyl deaths during the Biden- Harris administration and fentanyl is now the number one killer of Americans ages 18 to 45, and it is quickly becoming the leading cause of death for teens 14 and under being the fastest growing demographic. We need President Trump back in office. We need a president who will seal the border, aggressively prosecute drug dealers and stop Communist China from poisoning our children. This is not a red or blue issue. This is a red, white, and blue issue. And fentanyl doesn't care if you're black or white. It does not discriminate. This is an American issue. We need a president who will call the drug cartels what they are, terrorist organizations. This fight is not for me. My son is gone. This fight is for your children. We owe it to our children to elect a president who will win the war against fentanyl once and for all. It's too late for my son, Weston. Say his name, Joe Biden, Weston. Thank you. Thank you. But we can change this for your children. We need President Trump back to save the lives of our kids. Thank you. Thank you. God bless America.",513,anne_fundner_cnn_rnc_2024_night_2.txt,CNN
Anya Cook,Democratic,2024,4,,"I'm Anya Cook. This is my husband, Derek. And our daughter, Aneya. Two years ago, a miscarriage nearly killed me. At 16 weeks, my doctors told me to prepare for a stillbirth. I needed care, but my state's abortion restrictions kept it from me. I miscarried in a bathroom. I'll never forget my husband's face as he tried to stop the bleeding, trying to do what doctors should have been doing. When I reached the hospital, I lost nearly half the blood in my body. I can't change the past. But I can, we can choose a different future. CRAIG SICKNICK,",101,anya_cook_cnn_dnc_2024_night_4.txt,CNN
Aquilino Gonell,Democratic,2024,3,,"Thank you. Thank you. Thank you. Thank you. Before I begin, I need to acknowledge the sacrifices of five officers who died as a result of January 6th on that day. My name is Aquilino Gonell. I immigrated to the U.S. from the Dominican Republic when I was 12. I became an American citizen. I was a sergeant in the U.S. Army and a Capital Police officer. I had seen violence while serving in Iraq, but nothing -- nothing prepared me for January 6th. We officers risk everything to protect innocent people. We were beaten and blinded. I was assaulted with a pole attached to the American flag. President Trump summoned our attackers and sided with them. He betrayed us. When I joined the Army and the Capitol Police, I took an oath to defend the Constitution. I did so with duty in my soul and I still feel it. To Donald Trump I ask, why don't you? On January 6th, I nearly died protecting the Capitol and I would do it again for our democracy. The way to preserve it is to elect Kamala Harris, our first female commander-in-chief.",190,aquilino_gonell_cnn_dnc_2024_night_3.txt,CNN
Archbishop Elpidophoros,Republican,2024,1,,"Let us pray to the Lord of all, almighty and eternal God, in peace we come before you and implore your infinite goodness, look upon this gathering of our nation's political leaders and grant them illuminant hearts and minds to serve their fellow citizens through this Republican National Convention. Grant and to the nominee, President Donald J. Trump, and his advisors and counselors, wisdom, grace, and the spirit of duty that they may embrace all Americans' needs, shining the light on good governance upon the venerable institutions of the world's best hope for everyone's life, liberty, and pursuit of happiness. Grant unto the delegates a powerful recognition of purpose to bear witness to divine providence, which has shielded this great land through the centuries, and drives us to a more perfect union with one another, ever building on the labors of those pioneers of patriotism, who went before us. Preserve, protect and defend the servicemen and women who daily safeguard our freedoms, so that in prosperity and tranquility, we can worship you the creator, redeemer in sanctifier of the universe, and be the blessed people whose God is the Lord. Amen.",191,archbishop_elpidophoros_greek_orthodox_primate_of_america_cnn_rnc_2024_night_1.txt,CNN
UNKNOWN,Republican,2024,2,,"Well, I'll do it again. This claim that there have been dramatic increases in violence and crime under Biden is false. In fact, both violent crime and property crime have fallen under President Biden, and there have been big declines over the last year and a half. Preliminary figures from the FBI show that violent crime is down roughly 6% in 2023, and then it dropped by a staggering 15% in the first quarter of 2024. The declines in murder in particular were even bigger. And so, now, key fact here, murder in particular and violent crime in general are both below where they were in 2020, Trump's last year in office. Now, Congresswoman Stefanik's claim of a Biden violent crime crisis is subjective, I guess, but she certainly did not note that Trump had a violent crime crisis when he had worse numbers. I'm going to cough. Now, I'll caution again, this is preliminary data. A big chunk of local communities have not submitted their numbers yet, so the precise extent of the decline in violent crime is to be determined, but it's clearly falling and not rising. And I also want to address, Anderson, a claim from House Majority Leader Steve Scalise on the Biden administration's record on U.S. energy production. Take a listen. REP. STEVE SCALISE : Let's talk energy. They've eroded the American energy dominance that President Trump delivered. We will end the Democrats' assault on American energy once and for all. This claim about a Biden-era democratic assault on American energy is misleading at very best. While it's true that Biden is pushing for a transition to renewables, the U.S. under Biden is producing more crude oil than any country ever has. It is a fact the U.S. is setting fossil fuel world records under this administration. The U.S. produced a global record 12.9 million barrels of crude oil per day in 2023, easily beating the Trump-era high of about 12.3 million barrels. And Scalise also spoke of U.S. energy exports under Biden. Well, U.S. crude exports in 2023 were also the highest on record for anybody. Now, we should be clear here not to suggest these records are being set because of President Biden, who certainly has taken a bunch of steps the fossil fuel industry oil companies don't like. These are market-driven increases, a lot of them caused by improvements in fracking, horizontal drilling technology. But nonetheless, Republicans, including former President Trump, keep pushing this notion that Biden has crushed U.S. oil and gas production. Trump sometimes says Biden has ended it entirely. And all this stuff is not close to true. Anderson?",440,dale_cnn_rnc_2024_night_2.txt,CNN
UNKNOWN,Republican,2024,3,,"This claim is highly misleading at best. In reality, Donald Trump was supportive of the invasion of Iraq. When he was asked six months before the invasion by Howard Stern whether he was for an invasion, he said -- quote -- ""Yeah, I guess so. I wish the first time, it was done correctly."" Then two months before the invasion, he said on Fox News that President Bush, and this is a direct quote, ""has either got to do something or not do something, perhaps."" Not the words of an explicit opponent. Now, he did become an opponent of the war in 2004. But Vance's suggestion that Trump was on the opposite side of Biden on the question of starting the war, that Trump got this invasion question right while Biden was wrong, that's just not true. And that was not, Anderson, the only assertion tonight that was misleading or flat wrong, and I'll give you just some of them. A former Trump advisor, Peter Navarro, who's fresh out of prison, falsely claimed Jack Smith prosecuted him. Smith did not. A Florida congressman, Mike Waltz, mocked Biden for allegedly being focused on building electric tanks. That is pure fiction. Biden has made no push for electric tanks, though the army does want some other vehicles to be electrified. Various speakers depicted a country with rampant crime and violence without acknowledging that violent crime is now lower than it was in Donald Trump's last year in office, 2020. A former House Speaker, Newt Gingrich, said Trump orchestrated an orderly end to the war in Afghanistan. Trump didn't actually orchestrate a withdrawal at all. Gingrich also claimed no U.S. soldier was killed in nearly two years there. There was not any two-year period under Trump when zero U.S. troops were killed in Afghanistan. And finally, conservative commentator Kimberly Guilfoyle, Donald Trump, Jr.'s fiancee, declared that Trump handed Joe Biden a booming economy. You might remember what things were actually like in January 2021. The unemployment rate was 6.4%. Anderson?",337,dale_cnn_rnc_2024_night_3.txt,CNN
Karen Bass,Democratic,2024,1,,"Hello, Democrats. Are you as excited as I am? I've known Kamala Harris for almost 20 years. Our bond was forged years ago by a shared commitment to children, a belief that it is everyone's responsibility to care for every child, no matter where they come from and no matter who their parents are. Kamala knows that each generation has an obligation to the next. That's why, when I was speaker of the state assembly and she was a prosecutor, we fought to address youth homelessness and reform the child welfare system. We wanted to make sure that California's foster youth aren't cut off and left on their own the day they turn 18. As attorney general, Kamala created our state's Bureau of Children's Justice and worked to give children in the juvenile justice system the support they needed. And when I asked her to swear me in, the first woman vice president swearing in the first woman mayor of Los Angeles -- -- we knew we were sending a message to young girls everywhere that they too can lead. Now, I know Kamala. And she feels the importance of this work in her bones. When Kamala meets a young person, you can feel her passion. You can feel her heart. And you can feel her fearlessness. That is what defines a commitment to children, being willing to fight fiercely for every child. And trust me, Kamala has done that her entire life. So this November, we're going to fight to elect Kamala Harris as the next president of these United States.",262,bass_cnn_dnc_2024_night_1.txt,CNN
Ben Carson,Republican,2024,2,,"Thank you. Thank you. Thank you so much. Thank you. You know, Sarah Huckabee always says to me, I hate to follow you, but I think she turned the table on me tonight. I want to thank you all for being here and for being involved. Like many of you last week, I watched with horror as the events unfolded in that Pennsylvania field. I saw President Trump, a dear friend, escape death by mere inches and my thoughts immediately turned to the book of Isaiah that says no weapon formed against you shall prosper. Well, let me tell you the weapons that they used. First, they tried to ruin his reputation and he's more popular now than ever. And then they tried to bankrupt him and he's got more money now than he had before. And then they tried to put him in prison and he's freer and has made other people free with him. And then, and then last weekend they tried to kill him. And there he is over there alive and well. You know, I have no doubt that God lowered a shield of protection over President Trump. And I join millions of Americans in thanksgiving for President Trump's safety. And I encourage you to join me in praying each day for his continued protection. You know, our hearts -- our hearts go out to the victims in the audience. Let's also pray for them and their families. These events have brought unusual clarity to the times we are living in. We have all harbored the nagging feeling that everything we love is slipping away. All you have to do is turn on the television. The free press, a pillar of any free society, has abused the public trust and resorted to lies, deception, and disinformation. They divide us along lines of race, class, and gender, rather than uniting us around our shared bond as Americans. Our government has been no better, shredding our constitution and upending the rule of law. We have a wide-open border, a broken education system, and chaos breaking out around the world. And on top of it all, we have a president who, well, if you can't say anything good, don't say anything at all. But ask anyone around the world, what does it mean to be an American? Most will tell you that it means unlimited opportunity, that where you begin in life doesn't dictate where you will end. That's the America I grew up in, and no other country could a poor inner-city kid raised by a single mom make it to an Ivy League school, then to medical school, become a successful neurosurgeon, run for president, and eventually become a member of the president's cabinet. You know, and as a member of his cabinet, I had a chance to work closely with him. And I got to tell you, this is a man who is a gift to us as a nation. He is very gifted, he is very smart, he is very compassionate, he cares about people. And I'll tell you, the first time I met him was before either of us got into the political arena. And someone, we were at Mar-a-Lago, and someone came up to him and said, Mr. Trump, Rod Stewart just walked in. And he said, I don't care, this is Ben Carson. But I feel blessed that I've been able to live the American dream. But my story is moving further out of reach in America today. The lessons my mother taught me, like hard work and the value of well-rounded patriotic education and faith in God above all else, are being forced out of the public square. But we're all here today because we know we can bring these things back. By God's grace, we live in a country where the people rule. We have the power to choose the kind of nation we will be and the kind of men and women that will lead us. And today, the choice could not be more clear. The most repeated phrase in the bible is this, do not be afraid or fear not. It appears 365 times in scripture, a reminder to live each day with faith, hope, and joy as joyful warriors for Christ. And when God is with us, nobody can stand against us. With this assurance from the Almighty, even the face of evil itself cannot shake our resolve. We will keep fighting. We will keep praying. And by the grace of God, we will save our country and reelect President Trump together with Vice President Vance this November. And I want you to remember this. In 1831, Alexis de Tocqueville came to America to study our nation because the Europeans were fascinated. They wanted to know how could a nation barely 50 years old already compete with them on virtually every level. So, he looked at our government. He was duly impressed by our checks and balances and separation of powers. And then he looked at our business environment. He was duly impressed by how we encourage entrepreneurship and innovation. And he looked at our educational system. And he was blown away by the fact that he could find a mountain man in the middle of the woods who could read, who could tell him about the Declaration of Independence. But the thing that impressed him the most was when he went to our churches and he heard those inspirational sermons from the pulpits that inspired a ragtag bunch of militiamen to defeat the most powerful army in the world and gave the American people a moral base. And he concluded his two-volume set, Democracy in America, with these words. He said, America is great because America is good. And if America ever ceases to be good, she will cease to be great. It is our job to make America good. And let's do this by re-electing President Trump so we can make America great. Thank you very much.",1002,ben_carson_cnn_rnc_2024_night_2.txt,CNN
