speaker,party,year,night,timestamp,speech,word_count,source,source_file,replaced_from_rev,replaced_from_cnn,appended_from_missing
Lee Zeldin,Republican,2024,3,03:13:39,"Hello, Wisconsin. I'm Lee Zeldin from New York. A nation led by President Trump is a nation stronger, safer, and more secure. As a former 82nd airborne paratrooper -- I would like a military focused on being the world's greatest fighting force, not its biggest social experiment. We need a President Treating our friends as friends and our adversaries as our adversaries, understanding the only respect strength, not weakness. I was on the house foreign affairs committee under three presidents, but only one ended wars without starting new ones. President Donald Trump. As one of two Jewish Republicans in Congress, it was amazing to witness history making progress, strengthening the u.s.-Israel relationship under President Trump, moving our embassy in Israel to Jerusalem. Recognizing Israel's sovereignty, and launching the abraham accords, which no one said was possible. The isis caliphate were eliminated. President Trump withdrew from the Iran deal. Stop those insane ransom payments and crippled Iran with maximum pressure. And then everything went downhill under Biden. Yes, the guy who advised obama not to take out osama. Joe Biden advised against the mission that killed osama Bin Laden. As an American, and especially as a new yorker, that is unforgivable. Even in his prime, he had bad judgment, and it has only gotten worse with age. We cannot count on Biden to make this kind of crucial 3:00 a.m. Decision. Heck, we cannot rely on him at 3:00 in the afternoon. He has refilled Iran's coffers, since october 7, Biotin has -- Biden has pandered to hamas attackers who cheer the attack, all while Americans are still being held hostage in Gaza. Biden turned 13 blue star families into gold star families with his fatal withdrawal from Afghanistan, and then he lied about it during last month's debate, claiming that no service members had died under his watch. We must Elect President Trump. Whether building and iron dome defense shield at home, countering China and other bad actors abroad, or securing our borders, he will make America strong and respected again. President Trump risks everything for us. We need him back in The White House now more than ever before. We must first, and God willing, we will expand the Republican majority in The United States house of representatives. We will flip The United States Senate. We are going to Elect J.d. Vance our next Vice President. And we will make Donald J. Trump the 47th President Of These United States. Thank you. God bless you. God bless President Trump and his family and God bless America.",427,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519,0,0,0
William Pekrul,Republican,2024,3,03:21:32,"Thank you very much. My name is Bill Pekrul. I'm a proud Wisconsinite, proud -- -- I'm a proud husband of 76-years-old to my wife Rose Mary. I'm a father of 11 children -- -- six girls, five boys. Our family have crossed five generations and a proud World War II veteran. I'm 90 -- 98-years-old. Some call us the greatest generation. That's -- that's an honor, considering America is the greatest nation in the history of the world. I will never forget and witnessed the horror of the Nazi's war camps in the Battle of the Gulch. My friends and I fought to stop the Nazi's last major portion, the Western Front. A few months later, Hitler was -- Hitler was dead. The Nazis were defeated. We were -- and we gave thanks to Almighty God for deliverance from evil. But not -- but not many of us came home. I still miss a lot of my friends on that beach, and we're -- there were many of us left. There aren't many of us left today. But for us -- those who of us who are here -- that America is still worth fighting for. It hurts my heart to see what our current president and vice president have done to the country I love so well. They humiliated us in Afghanistan. We pushed around in China. Terrorists run wild in the Middle East. And they let our own southern border get overrun. America, people say -- people is an -- America is an idea, but I believe America is much more than that. America -- America is our home. You know, when I was fighting in Europe, and I came back home, I kissed the ground. Thanked God that I'm back home in my country. And where I come from, when somebody comes for me or my home, you dig in your boots in the ground and never look back. That's the attitude that saved the free world and those years ago. And President Trump back in commander-in-chief, I would go back to reenlist today. And I -- I would storm whatever beach he want -- my country wanted -- needs me to. God bless you. God bless our home, and the United States of America.",379,CNN,william_pekrul_cnn_rnc_2024_night_3.txt,0,1,0
Donald Trump Jr.,Republican,2024,3,03:30:30,"Good evening, America. Before I begin my remarks, I'm going to do something a little uncharacteristic. A Trump is going to give up the microphone. Doesn't happen often. You may never see it again. But I got a call on monday morning from a young lady who said dad, I want to speak at the r.n.c. I want to speak at the r.n.c. Because I want America to know what my grandpa is actually like what my grandpa is actually like. So for the first time ever on a stage, first time ever giving a speech, I want to bring out my eldest daughter and the eldest granddaughter of the President Of The United States, your favorite president, Kai Madison Trump.",121,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519,0,0,0
Kai Trump,Republican,2024,3,03:31:52,"Hi, everyone. My name is Kai Madison Trump. I am the granddaughter of Donald Trump. I’m speaking today to share the side of my grandpa that people don’t often see. To me, he’s just a normal grandpa. He gives us candy and soda when our parents aren’t looking. He always wants to know how we’re doing in school. When I made the high honor roll, he printed it out to show his friends how proud he was of me. I know. He calls me during the middle of the school day to ask how my golf game is going, and tells me all about his, but then I have to remind him that I’m in school and I’ll have to call him back later. When we play golf together, if I’m not on his team, he’ll try to get inside of my head. I know. And he is always surprised that I don’t let him get to me, but I have to remind him I’m a Trump too. Even when he is going through all these court cases, he always asks me how I’m doing. He always encourages me to push myself to be the most successful person I can be. Obviously, he sets the bar pretty high, but who knows? Maybe one day I’ll catch him. On Saturday, I was shocked when I heard that he has been shot and I just wanted to know if he was okay. It was heartbreaking that someone would do that to another person. A lot of people have put my grandpa through hell and he’s still standing. Grandpa, you are such an inspiration and I love you. The media makes my grandpa seem like a different person, but I know him for who he is. He’s very caring and loving. He truly wants the best for this country, and he will fight every single day to make America great again. Thank you very much.",322,REV,kai_trump_speaks_at_rnc_2024_night_three.txt,1,0,0
Donald Trump Jr.,Republican,2024,3,03:35:06,"A lot of proud moments this week for my family. Thank you again, guys. Really appreciate that. That’s not easy. That’s the first time. I mean, this is what we call a large crowd for a speech. So, incredible work, Kai. Now, back to business. Guys. Thank you, sir. Tonight we gather here in Milwaukee at one of the most crucial moments in American history. Just days ago, something that once seemed unimaginable, became a terrifying reality. My father came under literal fire as an incredible patriotic rally turned into a tragedy. On a field in Butler, Pennsylvania, a brave firefighter died, others were injured. And as those bullets rained down, we came millimeters away from one of the darkest moments in our nation’s history. But we did lose an American hero that day. We wish that he were with us tonight, but his memory will live on forever in the hearts of his family, his community, and the nation that he loved. So, I would like to take just a moment tonight to express our gratitude for the life and service of American hero, Donald Trump, They say you can’t truly know how you’ll respond in a moment of danger until you’re actually confronted with it. So what was my father’s instinct as his life was on the line? Not to cower, not to surrender, but to show for all the world to see that the next American president has the heart of a lion, that the next American president has the courage to put the American people first once again. And in that moment, my father didn’t just show his character, he showed America’s character. When he stood up with blood on his face and the flag at his back, the world saw a spirit that could never be broken, and that is the true spirit of America. America knows what it’s like to be down. We know what it’s like to be confused and to be afraid. Long before the attempt on my father’s life, every American I met was filled with fear and anxiety. They were afraid our country was being torn apart. They were anxious about the massive and chaotic invasion of illegal aliens across our border. They were deeply concerned about partisan lawfare, education, indoctrination, and attacks on freedom of speech. Most terrifying of all, they saw that our leaders didn’t care, or worse, that they joyfully, aided and abetted the erosion of our rights. And the lies, oh yeah, the lies. We won’t ever forget the lies, from left-wing politicians from their allies in the media, when you hear them in a row, you fully understand the extent they have gone to divide this great nation. They lied about Russia collusion. They lied about Hunter’s laptop. They lied about Joe Biden’s fitness for office. They lied about the border being secure. They lied about inflation being transitory. They lied about how they would safely withdraw from Afghanistan. They lied about Biden being a “moderate” and they told one nonstop lie after another about my father, but they could only run away from reality for so long. All hell has broken loose in America and it’s impossible to hide anymore. Remember, build back better? Instead, we got broke bumbling Biden. Nothing is built, nothing is back, and nothing is better. Bridges are collapsing, our credibility is crumbling, and our money is worth less and less every single day. It was just one giant bait-and-switch and normal Americans are the ones left holding the bag. Housing costs, gasoline prices, grocery bills just keep going up. Wave after wave of illegal aliens, deadly drugs keep pouring across our border. Meanwhile, pro-crime district attorneys have turned our cities into giant crime zones. They’ve turned criminals into victims, prosecutors into criminal defense attorneys, and police into public enemies. Left-wing activists are pretending to be educators teaching our kids that there are 57 genders, but they can’t even define what a woman is. On one hand, they think free speech protects their right to expose your children to explicit drag shows. On the other hand, they want to put you in jail for making a meme. It’s like the entire world has been turned upside down. Does any of this sound like a country that’s going in the right direction? No. Donald Trump, And honestly, who is actually running the country anyway? It’s obviously not Joe Biden. So who are they asking us to elect? Seriously? Who’s running things? Does anyone really know? Is it Jill? Is it Hunter? Barack Obama? Yeah. Donald Trump, Maybe it’s the ghost of Corn Pop. Whoever is running the show, the only thing they are effective at is persecuting my father. They twisted, contorted, and corrupted the criminal code to turn bookkeeping errors into penalties. They concocted new legal theories out of thin air. They imposed gag orders on my father because the last thing a defendant should be able to do is defend himself, right? They punished him for merely speaking the truth. They say they hate Vladimir Putin, but it sure seems like they’ve spent a lot of time copying his playbook. In this country, we don’t criminalize political differences, we debate them, we vote on them, but we don’t make you choose between picking a party or picking a jail cell. There was a time when the Democrats really wanted what was best for America, even if they had a different way of getting there. It was the party of Franklin Roosevelt, John F. Kennedy, Martin Luther King Jr. You may have disagreed with that party, but at least you could respect it. But this new extreme Democrat party, they want us to somehow believe that the only way forward is going backwards. Where hiring decisions are based solely on race, where justice is only for those with the right opinions, where streets are a luxury only for the elite, where economic opportunity exists only when you know the right people. Right now, the America we all grew up with, the America that we love feels like an old photograph where you sit down with your children and tell them what life used to be like. You look back at that America and remember a country that was confident and proud, an America that knew who it was and what it stood for, and it could all feel like a distant memory. Somewhere along the way, we stumbled. Somewhere along the way, we lost ourselves, but we can’t live on nostalgia. Yes, America was great, but our greatest days are yet to come, because no matter how far off that old photo may feel, it’s not the end of our story. We’re like that man who stood on that platform and felt the bullet pierce his flesh just days ago in Pennsylvania. He may have moved to the ground, but he stood back up, and when he did, my father raised his fist into the air. He looked out at the crowd and what did he say? Donald Trump, And we will fight. We will fight. We will fight with our voices. We will fight with our ideas, and on November 5th, we will fight with our vote. I’ve always been proud of him, but I’ve never been prouder of my father than I was in that moment. That’s when the world found out that there is tough, and then there’s Trump tough. And the good news is, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump, Trump. Donald Trump, In 1912, more than a century ago, another legendary Republican president came right here till Milwaukee. At a political rally, less than one mile from where we stand tonight, Teddy Roosevelt was struck by a would-be assassin’s bullet, but he didn’t quit either. He finished his speech and he kept fighting. My friends, I don’t believe in coincidences, but I do believe in God’s plan. Today, Teddy Roosevelt’s man in the arena has a name and it’s Donald J. Trump. Remember, my father didn’t have to run for reelection this year. He doesn’t need the money, the fame, the power. Frankly, he doesn’t need the witch hunts, the phony investigations, or the political prosecutions either. But he knew he had to run if there was any chance at saving America. He’s not doing it for himself, he’s doing it for everyone here tonight, for everyone watching at home. No matter who you are, you can be a part of this movement to make America great again. Look at me and my friend JD Vance, a kid from Appalachia and a kid from Trump Tower in Manhattan. We grew up worlds apart, yet now, we’re both fighting side by side to save the country we love. And by the way, Donald Trump, For those of you who have tuned out politics or have never even voted, I want you to know, if you’re looking for a better life, a more prosperous future, a safer, more wholesome and patriotic place to call home, there’s room for you in this party and in this movement. In fact, you’re the ones who matter most of all. My father has always said that the people he gets along with best are the people who really work for a living. It is because of his background as a builder in construction. In construction, it doesn’t matter how smart your architect is, if you don’t have the best guys laying the bricks, people with grit, people who get their hands dirty. That’s a big problem with Washington D. C. Most of the bureaucrats who rule over us have never built anything in their lives. It’s time to build something real, something tangible, something that will last and leave this country better off for our children. That’s my father’s mission. This November, we have a choice. It’s a choice between one team that wants to build this country up and another that wants to tear this country down. It’s a choice between people who are proud of America and people who are ashamed of America, and ultimately, it’s a choice between America last and America first. So, if you love this country from the bottom of your heart, if you want to bring back common sense, if you want to save the American dream, if you want to stand up and fight for the future of our nation, you must re-elect my father, Donald J. Trump. And together, we will make America great once again. Thank you. Thank you, Wisconsin.",1764,REV,don_trump_jr_speaks_at_rnc_2024_night_three.txt,1,0,0
Usha Vance,Republican,2024,3,03:59:52,"Good evening. When I was asked to introduce my husband, JD Vance, to all of you, I was at a loss. What could I say that hasn’t already been said before? After all, the man was already the subject of a Ron Howard movie. JD has shared much of his life through his own eloquent words, in his book, Hillbilly Elegy, during his Senate campaign, and now as a sitting United States Senator. It occurred to me that there was only one thing to do to explain from the heart why I love and admire JD and stand here beside him today and why he will make a great Vice President of the United States. I met JD in law school when he was fresh out of Ohio State, which he attended with the support of the GI Bill. We were friends first because I mean, who wouldn’t want to be friends with JD? He was then, as now the most interesting person I knew, a working class guy who had overcome childhood traumas that I could barely fathom to end up at Yale Law School, a tough marine who had served in Iraq, but whose idea of a good time was playing with puppies and watching the movie Babe. The most determined person I knew with one overriding ambition, to become a husband and a father, and to build the kind of tight-knit family that he had longed for as a child. My background is very different from JD’s. I grew up in San Diego in a middle class community with two loving parents, both immigrants from India and a wonderful sister. That JD and I could meet at all, let alone fall in love and marry, is a testament to this great country. It is also a testament to JD and it tells you something about who he is. When JD met me, he approached our differences with curiosity and enthusiasm. He wanted to know everything about me, where I came from, what my life had been like. Although he’s a meat and potatoes kind of guy, he adapted to my vegetarian diet and learned to cook food from my mother, Indian food. Before I knew it, he’d become an integral part of my family, a person I could not imagine living without. The JD I knew then is the same JD you see today, except for that beard, and his goals in this new role are the same that he has pursued for our family, to keep people safe, to create opportunities, to build a better life, and to solve problems with an open mind. It’s safe to say that neither JD, nor I expected to find ourselves in this position, but it’s hard to imagine a more powerful example of the American dream, a boy from Middletown, Ohio … Raised by his grandmother through tough times, chosen to help lead our country through some of its greatest challenges. I’m grateful to all of you for the trust you’ve placed in him and in our family. And with that, it’s my great privilege to introduce my husband and the next Vice President of the United States, JD Vance.",531,REV,usha_chilukuri_vance_speaks_at_rnc_2024_night_three.txt,1,0,0
J.D. Vance,Republican,2024,3,04:05:06,"Wow. Wow. First of all, aren’t I a lucky guy? Isn’t she lovely? Amazing. Greetings, Milwaukee, my fellow Americans and my fellow Republicans. My name is JD. Vance from the great state of Ohio. Tonight- Ohio. O-H-I-O, O-H-I-O, You guys, we’re going to chill with the Ohio love. We’ve got to win Michigan too here. My friends, tonight is a night of hope, a celebration of what America once was, and with God’s grace, what it will soon be again. And it is a reminder of the sacred duty we have, to preserve the American experiment, to choose a new path for our children and grandchildren. But as we meet tonight, we cannot forget that this evening could have been so much different. Instead of a day of celebration, this could have been a day of heartache and mourning. For the last eight years, President Trump has given everything he has to fight for the people of our country. He didn’t need politics, but the country needed him. Now, prior to running for president, he was one of the most successful businessmen in the world. He had everything anyone could ever want in a life. And yet, instead of choosing the easy path, he chose to endure abuse, slander and persecution, and he did it because he loves this country. I want all Americans to go and watch the video of a would-be assassin coming a quarter of an inch from taking his life. Consider the lies they told you about Donald Trump, and then look at that photo of him, defiant, fist in the air. When Donald Trump rose to his feet in that Pennsylvania field, all of America stood with him. And what did he call us to do for our country? To fight. To fight, To fight for America. Even in his most perilous moment, we were on his mind. His instinct was for us, for our country, to call us to something higher, to something greater, to once again be citizens who ask what our country needs of us. Now, consider what they said. They said he was a tyrant. They said he must be stopped at all costs. But how did he respond? He called for national unity, for national calm, literally right after an assassin nearly took his life. He remembered the victims of the terrible attack, especially the brave Corey Comperatore, who gave his life to protect his family. God bless him. And then President Trump flew to Milwaukee and got back to work. Now that’s the man I’ve gotten to know personally over the last few years. He is tough and he is, but he cares about people. He can stand defiant against an assassin one moment, and call for national healing the next. He is a beloved father and grandfather and of course, a once in a generation business leader. He’s the man who is feared by America’s adversaries. But two nights ago, and I’ll share a moment, said goodnight to his two boys. Told them he loved them, and made sure to give each of them a kiss on the cheek. And I will say Don and Eric squirmed, the same way my four-year-old does when his daddy tries to give them a kiss on the cheek. Sorry guys. He is all those things. But tonight we celebrate, he is our once and future President of the United States of America. Now, I want to respond to his call for unity myself. We have a big tent in this party, on everything from national security to economic policy. But my message to you, my fellow Republicans is, we love this country and we are united to win. Right. Now I think our disagreements actually make us stronger. That’s what I’ve learned in my time in the United States Senate, where sometimes I persuade my colleagues and sometimes they persuade me. And my message to my fellow Americans, those watching from across the country is, shouldn’t we be governed by a party that is unafraid to debate ideas and come to the best solution? That’s the Republican Party of the next four years, united in our love for this country, and committed to free speech and the open exchange of ideas. And so tonight, Mr. Chairman, I stand here humbled and I’m overwhelmed with gratitude, to say I officially accept your nomination to be Vice President of the United States of America. Thank you. Now, never in my wildest imagination could I have believed that I’d be standing here tonight. I grew up in Middletown, Ohio, a small town where people spoke their minds, built with their hands and loved their God, their family, their community and their country with their whole hearts. But it was also a place that had been cast aside and forgotten by America’s ruling class in Washington. When I was in the fourth grade, a career politician by the name of Joe Biden supported NAFTA, a bad trade deal that sent countless good jobs to Mexico. When I was a sophomore in high school, that same career politician named Joe Biden, gave China a sweetheart trade deal that destroyed even more good American middle-class manufacturing jobs. When I was a senior in high school, that same Joe Biden supported the disastrous invasion of Iraq. And at each step of the way, in small towns like mine in Ohio or next door in Pennsylvania or Michigan, in states all across our country, jobs were sent overseas and our children were sent to war. Joe Biden I agree. And somehow, a real estate developer from New York City by the name of Donald J. Trump was right on all of these issues, … leaders who would put America first. Now, thanks to these policies that Biden and other out-of-touch politicians in Washington gave us, our country was flooded with cheap Chinese goods, with cheap foreign labor. And in the decades to come deadly Chinese fentanyl. Joe Biden screwed up and my community paid the price. Now, I was lucky. Despite the closing factories and the growing addiction in towns like mine, in my life, I had a guardian angel by my side. She was an old woman who could barely walk, but she was tough as nails. I called her Mamaw. The name we hillbillies gave to our grandmothers. Mamaw raised me as her own … Excuse me. Mamaw raised me as my mother struggled with addiction. Mamaw was in so many ways a woman of contradiction. She loved the Lord, ladies and gentlemen. She was a woman of very deep Christian faith. But she also loved the F-word. I’m not kidding. She could make a sailor blush. Now, she once told me when she found out that I was spending too much time with a local kid who was known for dealing drugs, that if I ever hung out with that kid again, she would run him over with her car. That’s true. And she said, “JD, no one will ever find out about it.” Now, thanks to that Mamaw, things worked out for me. After 9/11, I did what thousands of other young men my age did in that time of soaring patriotism and love of country, I enlisted in the United States Marines. Semper fidelis to my fellow Marines. I left the Marines after four years and went to the Ohio State University. I’m sorry, Michigan. I had to get that in there. Come on. Come on. We’ve had enough political violence. Now after Ohio State, I went to Yale Law School where I met my beautiful wife, and then I started businesses to create jobs in the kind of places that I grew up in. Now, my work taught me that there is still so much talent and grit in the American Heartland. There really is. But for these places to thrive, my friends, we need a leader who fights for the people who built this country. We need a leader who’s not in the pocket of big business, but answers to the working man union and non-union alike. A leader who won’t sell out to multinational corporations, but will stand up for American companies and American industry. A leader who rejects Joe Biden and Kamala Harris Green New Scam and fights to bring back our great American factories. We need President Donald J. Trump. Some people tell me I’ve lived the American dream, and of course they’re right and I’m so grateful for it. But the American dream that always counted most was not starting a business or becoming a senator, or even being here with you fine people though, it’s pretty awesome. My most important American dream was becoming a good husband and a good dad. Thank you. I wanted to give my kids the things that I didn’t have when I was growing up, and that’s the accomplishment that I’m proudest of, that tonight I’m joined by my beautiful wife, Usha, an incredible lawyer and a better mom. And our three beautiful kids, Ewan, who’s seven, Vivek, who’s four, and Mirabel, who’s two. Now, they’re back at the hotel and kids, if you’re watching, daddy loves you very much, but get your butts in bed. It’s 10 o’clock. But my friends, things did not work out well for a lot of kids I grew up with. Every now and then I will get a call from a relative back home who asks, “Did you know so-and-so?” And I’ll remember a face from years ago, and then I’ll hear they died of an overdose. As always, America’s ruling class wrote the checks. Communities like mine paid the price. For decades, that divide between the few with their power and comfort in Washington and the rest of us only widened. From Iraq to Afghanistan, from the financial crisis to the great recession, from open borders to stagnating wages, the people who govern this country have failed and failed again. That is of course, until a guy named Donald J. Trump came along. President Trump represents America’s last best hope to restore what if lost may never be found again? A country where a working class boy born far from the halls of power can stand on this stage as the next Vice President of the United States of America. But my fellow Americans here in this stage and watching at home, this moment is not about me. It’s about all of us, and it’s about who we’re fighting for. It’s about the auto worker in Michigan wondering why out of touch politicians are destroying their jobs. It’s about the factory worker in Wisconsin who makes things with their hands and is proud of American craftsmanship. It is about the energy worker in Pennsylvania and Ohio, who doesn’ And our movement is about single moms like mine who struggled with money and addiction, but never gave up. And I’m proud to say that tonight my mom is here 10 years clean and sober. I love you, JD’s mom! And you know mom, I was thinking it’ll be 10 years officially in January of 2025, and if President Trump’s okay with it, let’s have the celebration in the White House. And our movement, ladies and gentlemen, it’s about grandparents all across this country, who are living on social security and raising grandchildren they didn’t expect to raise. And while we’re on the topic of grandparents, let me tell you another mamaw story. Now, my mamaw died shortly before I left for Iraq in 2005. And when we went through her things, we found 19 loaded handguns. Now, the thing is they were stashed all over her house, under her bed, in her closet, in the silverware drawer. And we wondered what was going on. And it occurred to us that towards the end of her life, mamaw couldn’t get around so well. And so, this frail old woman made sure that no matter where she was, she was within arm’s length of whatever she needed to protect her family. That’s who we fight for. That’s American spirit. Now, Joe Biden has been a politician in Washington for longer than I’ve been alive, 39 years old. Kamala Harris is not much further behind. For half a century, he’s been the champion of every major policy initiative to make America weaker and poorer. And in four short years, Donald Trump reversed decades of betrayals inflicted by Joe Biden and the rest of the corrupt Washington insiders. He created the greatest economy in history for workers, really was amazing. There’s this chart that shows worker wages, and they stagnated for pretty much my entire life, until President Donald J. Trump came along. Workers’ wages went through the roof and just imagine what he’s going to do when we give him four more years. Months ago, I heard some young family member observe that their parents’ generation, the baby boomers, could afford to buy a home when they first entered the workforce. But I don’t know this person observed if I’ll ever be able to afford a home. The absurd cost of housing is the result of so many failures and it reveals so much about what’s broken in Washington. I can tell you exactly how it happened. Wall Street barons crashed the economy, and American builders went out of business. As tradesmen scrambled for jobs, houses stopped being built. The lack of good jobs, of course led to stagnant wages. And then the Democrats flooded this country with millions of illegal aliens. So citizens had to compete with people who shouldn’t even be here for precious housing. Joe Biden’s inflation crisis, my friends, is really an affordability crisis. And many of the people that I grew up with can’t afford to pay more for groceries, more for gas, more for rent. And that’s exactly what Joe Biden’s economy has given them. So prices soared, dreams were shattered, and China and the cartel sent Fentanyl across the border adding addiction to the heartache. But ladies and gentlemen, that is not the end of our story. We’ve heard about villains and their victims. I’ve talked a lot about that. But let me tell you about the future. President Trump’s vision is so simple and yet so powerful. We’re done, ladies and gentlemen, catering to Wall Street. We’ll commit to the working man. We are done importing foreign labor, we’re going to fight for American citizens, and their good jobs, and their good wages. We’re done buying energy from countries that hate us. We’re going to get it right here, from American workers in Pennsylvania and Ohio, and across the country. We are done sacrificing supply chains to unlimited global trade, and we’re going to stamp more and more products with that beautiful label, “Made in the USA.” We’re going to build factories again, put people to work, making real products for American families made with the hands of American workers. Together we will protect the wages of American workers and stop the Chinese Communist Party from building their middle class on the backs of American citizens. Together we will make sure our allies share in the burden of securing world peace. No more free rides for nations that betray the generosity of the American taxpayer. Together we will send our kids to war only when we must. But as President Trump showed, with the elimination of ISIS and so much more, when we punch, we’re going to punch hard. Together. We will put the citizens of America first, whatever the color of their skin, we will in short make America great again. One of the things that you hear people say sometimes is that America is an idea. And to be clear, America was indeed founded on brilliant ideas, like the rule of law and religious liberty, things written into the fabric of our constitution and our nation. But America is not just an idea. It is a group of people with a shared history and a common future. It is, in short, a nation. Now, it is part of that tradition, of course, that we welcome newcomers, but when we allow newcomers into our American family, we allow them on our terms. That’s the way we preserve the continuity of this project from 250 years past to hopefully 250 years in the future. And let me illustrate this with a story, if I may. I’m of course married to the daughter of South Asian immigrants to this country, incredible people. People who genuinely have enriched this country in so many ways. And of course I’m biased, because I love my wife and her family, but it’s true. Now, when I proposed to my wife, we were in law school and I said, honey, I come with $120,000 And I guess standing here tonight, it’s just gotten weirder and weirder, honey. But that’s what she was getting. Now, that cemetery plot in Eastern Kentucky is near my family’s ancestral home, and like a lot of people, we came from the mountains of Appalachia into the factories of Ohio, Pennsylvania, Michigan, and Wisconsin. Now that’s Kentucky coal country, one of the 10… Now, it’s one of the 10 poorest counties in the entire United States of America. They’re very hardworking people and they’re very good people. They’re the kind of people who would give you the shirt off their back even if they can’t afford enough to eat. And our media calls them privileged and looks down on them, but they love this country not only because it’s a good idea, but because in their bones they know that this is their home and it will be their children’s home and they would die fighting to protect it. That is the source of America’s greatness. As a United States senator, I get to represent millions of people in the great state of Ohio with similar stories, and it is the great honor of my life. Now, in that cemetery, there are people who are born around the time of the Civil War. And if, as I hope, my wife and I are eventually laid to rest there and our kids follow us, there will be seven generations just in that small Mountain Cemetery plot in Eastern Kentucky. Seven generations of people who have fought for this country, who have built this country, who have made things in this country, and who would fight and die to protect this country if they were asked to. Now, that’s not just an idea, my friends, that’s not just a set of principle. Even though the ideas and the principles are great, that is a homeland. That is our homeland. People will not fight for abstractions, but they will fight for their home. And if this movement of ours is going to succeed and if this country is going to thrive, our leaders have to remember that America is a nation and its citizens deserve leaders who put its interests first. Now, we won’t agree on every issue, of course not, even in this room. We may disagree from time to time about how best to reinvigorate American industry and renew American family. That’s fine. In fact, it’s more than fine, it’s good. But never forget that the reason why this united Republican Party exists, why we do this, why we care about those great ideas and that great history is that we want this nation to thrive for centuries to come. Now, eventually in that Mountain Cemetery, my children will lay me to rest. And when they do, I would like them to know that thanks to the work of this Republican Party, the United States of America, and as strong and as proud and as great as ever. That is who we serve, my friends. That is who we fight for. And the only thing that we need to do right now, the most important thing that we can do for those people, for that American nation that we all love, is to reelect Donald J. Trump, President of the United States. Mr. President, I will never take for granted the trust you have put in me. And what an honor it is to help achieve the extraordinary vision that you have for this country. Now, I pledge to every American, no matter your party, I will give you everything I have to serve you and to make this country a place where every dream you have for yourself, your family, and your country will be possible once again. And I promise you one more thing. To the people of Middletown, Ohio and all the forgotten communities in Michigan, Wisconsin, Pennsylvania, and Ohio, and every corner of our nation, I promise you this, And every single day for the next four years when I walk into that White House to help President Trump, I will be doing it for you, for your family, for your future, and for this great country. Thank you. God bless all of you, and God bless our great country.",3521,REV,jd_vance_speaks_at_rnc_night_3.txt,1,0,0
Michael Whatley,Republican,2024,3,04:44:44,"Delegates and alternates, Republicans around the world, tonight in this hall, we had a chance to see what strength is like. Strength looks like heartbroken goldstar families talking about their loved ones and talking about their loss. Strength looks like fraternity brothers facing down a hostile crowd to save the American flag. Strength looks like thousands of law enforcement officers from all across the country here to protect us tonight. Strength tonight looks like all of the soldiers and the sailors and the airmen and marines around the world keeping America safe home and abroad. Strength looks like a teenage daughter standing on this stage and talking to America about the love that she has for her grandfather. Strength looks like a kid born in rural appalachia who put himself through school and answered a call to service when America needed him and joined the marines and has answered another call to serve as our next Vice President. And strength looks like a man who gave up a successful business career and a comfortable life to fight every single day for the American people. Who has suffered hoax after hoax after hoax, who has endured politically motivated prosecution and lawsuits all across the country and who when he was knocked down by a would-be assassin's bullet got back up and encouraged America to fight, fight, fight. Ladies and gentlemen, we know what strength looks like, and we know that America is a nation of inherent strength, and we as a nation of inherent strength are going to be strong again. For tonight's benediction, please welcome the lead pastor at Bayou Blue Assembly in Louisiana, pastor thompson.",276,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519,0,0,0
Patrick Thompson,Republican,2024,3,04:48:25,"Well, hello Miaukee. I bring you greetings from the great state of Louisiana, from my church, bayou blue assembly of God in humble, Louisiana, and from the small town I grew up in in Jena, Louisiana. I am proud to be with all of you here tonight for this historic convention, and I thank my lord and savior Jesus christ for his blessing and for allowing me to be here, and I would like to thank President Trump for all that he has done for our country. I want you to know, sir, that you are loved and respected in my state of Louisiana. Will y'all stand and pray with me please? Heavenly father, we are grateful for your mercy and your protection here tonight. Father, we give you glory and honor because you alone deserve to be honored. Father, I thank you for giving us the man to stand in the gap for us, a man who has made us a hedge for the American people, and man who has protected our nation from those who would harm us. We thank you for raising up President Donald J. Trump to be the 47th President Of The United States, and I also thank you for protecting him from the evil that was perpetrated last saturday. Father, I ask that you would unite our country once again, a nation, lord God, under your leadership. Father God, help us Elect Leaders that will help us to become the lead country in the world to host the values that our forefathers intended for us when they drafted the declaration of independence and the bill of rights. Father, I ask that you would help us to Elect Men and women of God who would protect the rights that were promised to every American, protect us from tyranny, and restore truth back to the public square. Father, I pray for Donald J. Trump and j.d. Vance tonight, that you would give them great strength and wisdom to guide our country once again, and father God, help once again. I ask you Jesus' name, and everybody say amen!",352,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519,0,0,0
Michael Whatley,Republican,2024,3,04:51:14,Quickly chair recognizes the delegate from the commonwealth of Pennsylvania for the purpose of offering a motion.,17,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519,0,0,0
